262,0.942,0.658
263,0.521,0.646
264,0.863,0.695
265,0.584,0.621
266,0.953,0.695
267,0.921,0.621
268,0.9,0.683
269,0.337,0.683
270,0.468,0.144
271,0.784,0.658
272,0.747,0.333
273,0.958,0.86
274,0.616,0.296
275,0.384,0.235
276,0.532,0.272
277,0.511,0.457
278,0.895,0.971
279,0.795,0.531
280,0.611,0.481
281,0.495,0.444
282,0.153,0.494
283,0.837,0.469
284,0.758,0.383
285,0.489,0.28
286,0.868,0.724
287,0.558,0.21
288,0.389,0.173
289,0.521,0.198
290,0.842,0.724
291,0.842,0.7
292,0.626,0.235
293,0.621,0.7
294,0.605,0.173
295,0.979,0.712
296,0.537,0.259
297,0.511,0.597
298,0.753,0.584
299,0.484,0.523
300,0.553,0.547
301,0.574,0.523
302,0.653,0.535
303,0.589,0.584
304,0.474,0.51
305,0.516,0.547
306,0.768,0.547
307,0.526,0.226
308,0.811,0.3
309,0.305,0.276
310,0.774,0.313
311,0.958,0.753
312,0.763,0.778
313,0.453,0.263
314,0.589,0.3
315,0.684,0.251
316,0.747,0.815
317,0.379,0.276
318,0.847,0.765
319,0.642,0.296
320,0.884,0.613
321,0.847,0.626
322,0.795,0.638
323,0.789,0.626
324,0.821,0.638
325,0.616,0.148
326,0.784,0.601
327,0.526,0.576
328,0.526,0.276
329,0.484,0.305
330,0.753,0.342
331,0.0,0.317
332,0.047,0.329
333,0.779,0.807
334,0.263,0.329
335,0.632,0.342
336,0.705,0.305
337,0.711,0.305
338,0.763,0.354
339,0.284,0.572
340,0.489,0.062
341,0.247,0.214
342,0.321,0.547
343,0.474,0.251
344,0.568,0.366
345,0.879,0.642
346,0.684,0.667
347,0.295,0.214
348,0.326,0.654
349,0.932,0.667
350,0.268,0.654
351,0.595,0.716
352,0.668,0.679
353,0.5,0.691
354,0.537,0.202
355,0.384,0.37
356,0.305,0.383
357,0.358,0.42
358,0.632,0.358
359,0.8,0.42
360,0.721,0.383
361,0.384,0.42
362,0.579,0.395
363,0.632,0.897
364,0.768,0.42
365,0.168,0.321
366,0.363,0.156
367,0.079,0.247
